ENLIGHTEN Version,4.1.6
Measurement ID,,,20250529-091533-473472-WP-02208,20250529-091709-177739-WP-02208
452,918.01,1845.96,1006.00,1181.00
453,918.28,1849.15,1029.00,1176.00
454,918.55,1852.34,1024.00,1174.00
455,918.81,1855.53,1016.00,1183.00
456,919.08,1858.71,1019.00,1181.00
457,919.35,1861.90,1018.00,1172.00
458,919.62,1865.08,1020.00,1164.00
459,919.89,1868.25,1010.00,1185.00
460,920.16,1871.43,993.00,1166.00
461,920.43,1874.60,1003.00,1174.00
462,920.70,1877.77,981.00,1169.00
463,920.96,1880.94,1020.00,1191.00
464,921.23,1884.11,1014.00,1172.00
465,921.50,1887.27,1015.00,1158.00
466,921.77,1890.43,964.00,1130.00
467,922.04,1893.59,999.00,1147.00
468,922.31,1896.75,970.00,1129.00
469,922.58,1899.90,960.00,1122.00
470,922.84,1903.05,955.00,1126.00
471,923.11,1906.20,978.00,1101.00
472,923.38,1909.35,974.00,1138.00
473,923.65,1912.49,963.00,1132.00
474,923.92,1915.63,976.00,1120.00
475,924.18,1918.77,953.00,1120.00
476,924.45,1921.91,936.00,1114.00
477,924.72,1925.04,957.00,1113.00
478,924.99,1928.18,961.00,1138.00
479,925.26,1931.30,963.00,1124.00
480,925.52,1934.43,961.00,1120.00
481,925.79,1937.56,970.00,1113.00
482,926.06,1940.68,960.00,1114.00
483,926.33,1943.80,955.00,1109.00
484,926.59,1946.92,936.00,1092.00
485,926.86,1950.03,921.00,1082.00
486,927.13,1953.15,934.00,1080.00
487,927.40,1956.26,896.00,1061.00
488,927.66,1959.36,927.00,1084.00
489,927.93,1962.47,904.00,1052.00
490,928.20,1965.57,917.00,1071.00
491,928.47,1968.67,919.00,1067.00
492,928.73,1971.77,919.00,1065.00
493,929.00,1974.87,909.00,1068.00
494,929.27,1977.96,898.00,1051.00
495,929.54,1981.05,894.00,1035.00
496,929.80,1984.14,910.00,1048.00
497,930.07,1987.23,917.00,1058.00
498,930.34,1990.31,890.00,1031.00
499,930.60,1993.40,913.00,1071.00
500,930.87,1996.48,885.00,1041.00
501,931.14,1999.55,909.00,1050.00
502,931.40,2002.63,879.00,1027.00
503,931.67,2005.70,866.00,1020.00
504,931.94,2008.77,883.00,1031.00
505,932.20,2011.84,858.00,1021.00
506,932.47,2014.90,887.00,1033.00
507,932.74,2017.97,860.00,1025.00
508,933.00,2021.03,854.00,1021.00
509,933.27,2024.08,864.00,1006.00
510,933.53,2027.14,878.00,1012.00
511,933.80,2030.19,854.00,991.00
512,934.07,2033.24,856.00,995.00
513,934.33,2036.29,866.00,1003.00
514,934.60,2039.34,850.00,974.00
515,934.86,2042.38,841.00,970.00
516,935.13,2045.42,843.00,978.00
517,935.40,2048.46,860.00,1000.00
518,935.66,2051.50,851.00,974.00
519,935.93,2054.53,843.00,989.00
520,936.19,2057.56,850.00,993.00
521,936.46,2060.59,858.00,966.00
522,936.72,2063.62,824.00,963.00
523,936.99,2066.64,832.00,959.00
524,937.26,2069.67,843.00,969.00
525,937.52,2072.69,824.00,966.00
526,937.79,2075.70,824.00,967.00
527,938.05,2078.72,824.00,955.00
528,938.32,2081.73,799.00,957.00
529,938.58,2084.74,803.00,946.00
530,938.85,2087.75,817.00,942.00
531,939.11,2090.76,815.00,942.00
532,939.38,2093.76,792.00,927.00
533,939.64,2096.76,796.00,906.00
534,939.91,2099.76,788.00,921.00
535,940.17,2102.75,796.00,934.00
536,940.44,2105.75,802.00,923.00
537,940.70,2108.74,778.00,930.00
538,940.96,2111.73,811.00,947.00
539,941.23,2114.71,776.00,904.00
540,941.49,2117.70,778.00,911.00
541,941.76,2120.68,763.00,908.00
542,942.02,2123.66,780.00,925.00
543,942.29,2126.64,779.00,919.00
544,942.55,2129.61,794.00,915.00
545,942.81,2132.58,767.00,894.00
546,943.08,2135.55,756.00,896.00
547,943.34,2138.52,765.00,879.00
548,943.61,2141.49,760.00,913.00
549,943.87,2144.45,752.00,889.00
550,944.13,2147.41,744.00,875.00
551,944.40,2150.37,754.00,877.00
552,944.66,2153.32,770.00,884.00
553,944.93,2156.28,749.00,867.00
554,945.19,2159.23,729.00,858.00
555,945.45,2162.18,725.00,860.00
556,945.72,2165.12,733.00,849.00
557,945.98,2168.07,719.00,856.00
558,946.24,2171.01,712.00,855.00
559,946.51,2173.95,733.00,860.00
560,946.77,2176.88,722.00,851.00
561,947.03,2179.82,748.00,847.00
562,947.30,2182.75,719.00,869.00
563,947.56,2185.68,721.00,843.00
564,947.82,2188.61,727.00,847.00
565,948.08,2191.53,738.00,846.00
566,948.35,2194.46,712.00,858.00
567,948.61,2197.38,724.00,845.00
568,948.87,2200.29,718.00,832.00
569,949.13,2203.21,702.00,825.00
570,949.40,2206.12,706.00,843.00
571,949.66,2209.03,712.00,839.00
572,949.92,2211.94,699.00,820.00
573,950.18,2214.85,683.00,816.00
574,950.45,2217.75,695.00,820.00
575,950.71,2220.65,672.00,797.00
576,950.97,2223.55,686.00,801.00
577,951.23,2226.45,699.00,832.00
578,951.50,2229.34,697.00,815.00
579,951.76,2232.24,703.00,817.00
580,952.02,2235.13,709.00,807.00
581,952.28,2238.01,698.00,810.00
582,952.54,2240.90,672.00,792.00
583,952.80,2243.78,693.00,815.00
584,953.07,2246.66,695.00,813.00
585,953.33,2249.54,672.00,782.00
586,953.59,2252.42,678.00,803.00
587,953.85,2255.29,676.00,784.00
588,954.11,2258.16,687.00,776.00
589,954.37,2261.03,649.00,786.00
590,954.63,2263.89,669.00,779.00
591,954.89,2266.76,655.00,771.00
592,955.16,2269.62,674.00,769.00
593,955.42,2272.48,657.00,785.00
594,955.68,2275.34,648.00,775.00
595,955.94,2278.19,630.00,735.00
596,956.20,2281.04,628.00,757.00
597,956.46,2283.89,630.00,754.00
598,956.72,2286.74,632.00,725.00
599,956.98,2289.59,636.00,748.00
600,957.24,2292.43,631.00,748.00
601,957.50,2295.27,628.00,733.00
602,957.76,2298.11,636.00,720.00
603,958.02,2300.94,619.00,727.00
604,958.28,2303.78,636.00,736.00
605,958.54,2306.61,623.00,735.00
606,958.80,2309.44,625.00,727.00
607,959.06,2312.26,615.00,716.00
608,959.32,2315.09,620.00,736.00
609,959.58,2317.91,625.00,739.00
610,959.84,2320.73,623.00,729.00
611,960.10,2323.55,611.00,719.00
612,960.36,2326.36,621.00,753.00
613,960.62,2329.17,653.00,758.00
614,960.88,2331.99,638.00,748.00
615,961.14,2334.79,625.00,747.00
616,961.40,2337.60,611.00,700.00
617,961.66,2340.40,620.00,695.00
618,961.92,2343.20,592.00,704.00
619,962.18,2346.00,585.00,691.00
620,962.43,2348.80,588.00,693.00
621,962.69,2351.59,573.00,684.00
622,962.95,2354.38,562.00,672.00
623,963.21,2357.17,560.00,665.00
624,963.47,2359.96,596.00,689.00
